School_Name,School_Type,Specialisation,Campus_Name,Campus_Type,Campus_Address_Line_1,Campus_Address_Town,Campus_Address_State,Campus_Postcode,School_Phone,School_Website,Managed_Enrolments,Campus_Status,Campus_Year_Levels,primary_2020,year7_2020,year8_2020,year9_2020,year10_2020,year11_2020,year12_2020,DET_Region,type,Zone,Entity_Code,juniorsec_2020,seniorsec_2020,singlesex_2020,specialist_2020
Gladstone Park Secondary College,Secondary,,Gladstone Park Secondary College,Secondary,14 - 36 Taylor Drive,Gladstone Park,VIC,"3043",03 9933 0500,http://www.gladstoneparksc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1785801",,,,
Glen Eira College,Secondary,,Glen Eira English Language Centre,Language,76 Booran Road,Caulfield East,VIC,"3145",03 9571 7838,http://www.gec.vic.edu.au/default.html,,O,,,,,,,,,South East,NA,No,"1870402",,,,
Glen Eira College,Secondary,,Glen Eira College,Secondary,76 Booran Road,Caulfield East,VIC,"3145",03 9571 7838,http://www.gec.vic.edu.au/default.html,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1870401",,,,
Glen Waverley Secondary College,Secondary,,Glen Campus,Secondary,13-21 O'Sullivan Road,Glen Waverley,VIC,"3150",03 8805 6700,http://www.gwsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Non standard,Yes,"1880801",,,,
Gleneagles Secondary College,Secondary,,Gleneagles Secondary College,Secondary,58 Reema Boulevard,Endeavour Hills,VIC,"3802",03 9708 1319,http://www.gleneagles.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1886901",,,,
Glenroy Secondary College,Secondary,,Glenroy Secondary College,Secondary,120 Glenroy Road,Glenroy,VIC,"3046",03 9304 0400,http://www.glenroycollege.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1889301",,,,
Greater Shepparton College (interim name),Secondary,,Multiple campuses,Secondary,,,,"0",03 5891 2585,https://www.schoolbuildings.vic.gov.au/schools/Pages/SheppartonEducationPlan.aspx,,Open,7 to 12,,,,,,,,North East,Shortest path,Yes,"1807301",,,,
Greensborough Secondary College,Secondary,,Barjarg Lodge,Camp,Harpers Road,Barjarg,VIC,"3722",03 9433 2666,http://www.greensc.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1875003",,,,
Greensborough Secondary College,Secondary,,Greensborough Secondary College,Secondary,Nell  Street,Greensborough,VIC,"3088",03 9433 2666,http://www.greensc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1875001",,,,
Grovedale College,Secondary,,Grovedale College,Secondary,19 Wingarra Drive,Grovedale,VIC,"3216",03 5245 4545,http://www.grovedale.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1718301",,,,
Hallam Senior Secondary College,Secondary,,Hallam Senior Secondary College,Secondary,74-84 Frawley Road,Hallam,VIC,"3803",03 9703 1266,http://www.hallamssc.vic.edu.au/,,Open,11 to 12,,,,,,,,South East,Straight line,Yes,"1886801",,x,,
Hampton Park Secondary College,Secondary,,Hampton Park Secondary College,Secondary,58 - 96 Fordholm Road,Hampton Park,VIC,"3976",03 8795 9400,http://www.hpsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1870901",,,,
Healesville High School,Secondary,,Healesville High School,Secondary,10 Camerons Road,Healesville,VIC,"3777",03 5962 4088,http://www.healesvillehs.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1790001",,,,
Heathmont College,Secondary,,Waters Grove Campus,Secondary,Waters Grove,Heathmont,VIC,"3135",03 9871 4888,https://www.heathmont.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1881601",,,,
Heywood District Secondary College,Secondary,,Heywood District Secondary College,Secondary,Gorrie Street,Heywood,VIC,"3304",03 5527 1303,http://www.heywoodsc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1791001",,,,
Highvale Secondary College,Secondary,,Highvale Secondary College,Secondary,Capital Avenue,Glen Waverley,VIC,"3150",03 9803 5144,http://www.highvalesc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1791801",,,,
Hoppers Crossing Secondary College,Secondary,,Hoppers Crossing Secondary College,Secondary,2 Fraser Street,Hoppers Crossing,VIC,"3029",03 9974 7777,https://www.hopcross.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1871001",,,,
Horsham College,Secondary,,Mc Kenzie Creek Campus,Alt Ed,4030 Henty Highway,McKenzie Creek,VIC,"3401",03 5381 7100,https://www.horsham-college.vic.edu.au/,,O,,,,,,,,,South West,NA,No,"1881803",,,,
Horsham College,Secondary,,Baillie Street Campus,Alt Ed,198 Baillie Street,Horsham,VIC,"3402",03 5381 7100,https://www.horsham-college.vic.edu.au/,,O,,,,,,,,,South West,NA,No,"1881804",,,,
Horsham College,Secondary,,Horsham High Campus,Secondary,310 Baillie Street,Horsham,VIC,"3402",03 5381 7100,https://www.horsham-college.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1881801",,,,
Hume Central Secondary College,Secondary,,Hume Central English Language Campus,Language,64-70 Blair Street,Broadmeadows,VIC,"3047",03 9066 3600,http://www.humecentralsc.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1886203",,,,
Hume Central Secondary College,Secondary,,Dimboola Road Campus,Secondary,49 Dimboola Road,Broadmeadows,VIC,"3047",03 9302 6011,http://www.humecentralsc.vic.edu.au/,,Open,7 to 9,,x,x,x,,,,North West,Straight line,Yes,"1886204",,,,
Hume Central Secondary College,Secondary,,Blair Street Campus,Secondary,64-70 Blair Street,Broadmeadows,VIC,"3049",03 9302 6011,http://www.humecentralsc.vic.edu.au/,,Open,7 to 9,,x,x,x,,,,North West,Straight line,Yes,"1886201",,,,
Hume Central Secondary College,Secondary,,Town Park Campus,Secondary,60-78 Tanderrum Way,Broadmeadows,VIC,"3047",03 9302 6011,http://www.humecentralsc.vic.edu.au/,,Open,10 to 12,,,,,x,x,x,North West,Non standard,Yes,"1886202",,,,
Irymple Secondary College,Secondary,,Irymple Secondary College,Secondary,975 - 1011  Karadoc Ave,Irymple,VIC,"3498",03 5024 5407,http://www.irysec.vic.edu.au/,,Open,7 to 10,,x,x,x,x,,,North West,Shortest path,Yes,"1719801",x,,,
John Fawkner Secondary College,Secondary,,Sports Learning Centre,Alt Ed,77 Jukes Road,Fawkner,VIC,"3060",03 9359 1166,http://www.jfc.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1889402",,,,
John Fawkner Secondary College,Secondary,,John Fawkner Secondary College,Secondary,Jukes Road,Fawkner,VIC,"3060",03 9359 1166,http://www.jfc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1889401",,,,
John Monash Science School,Secondary,,John Monash Science School,Secondary,39 Innovation Walk,Clayton,VIC,"3800",03 9905 1002,http://www.jmss.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1885601",,,,
Kambrya College,Secondary,,Kambrya College,Secondary,68 Bemersyde Drive,Berwick,VIC,"3806",03 9707 7600,http://www.kambryacollege.com,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1842101",,,,
Keilor Downs Secondary College,Secondary,,Keilor Downs Secondary College,Secondary,100-110 Odessa Avenue,Keilor Downs,VIC,"3038",03 9365 8000,http://www.kdc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1871501",,,,
Kensington Community High School,Secondary,,Kensington Community High School,Community,405 Racecourse Rd,Kensington,VIC,"3031",03 9376 1953,http://www.kchs.vic.edu.au/,,O,,,,,,,,,South West,NA,No,"1794701",,,,
Kerang Technical High School,Secondary,,Kerang Technical High School,Secondary,Murray St,Kerang,VIC,"3579",03 5452 1062,http://www.kerangths.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Shortest path,Yes,"1794501",,,,
Kew High School,Secondary,,Kew High School,Secondary,1393 Burke Road,Kew East,VIC,"3102",03 9092 7500,http://www.kew.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1795001",,,,
Keysborough Secondary College,Secondary,,Acacia Campus,Secondary,28 Isaac Road,Keysborough,VIC,"3173",03 9546 4144,https://www6.keysboroughsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1886702",,,,
Keysborough Secondary College,Secondary,,Banksia Campus,Secondary,8-20 Janine Road,Springvale South,VIC,"3172",03 9546 4144,https://www6.keysboroughsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1886701",,,,
Koo Wee Rup Secondary College,Secondary,,Koo Wee Rup Secondary College,Secondary,Rossiter Road,Koo Wee Rup,VIC,"3981",03 5997 1444,http://www.kwrsc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1795501",,,,
Koonung Secondary College,Secondary,,Koonung Secondary College,Secondary,615 Elgar Road,Mont Albert North,VIC,"3129",03 9890 9662,http://www.koonung.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1795401",,,,
Korumburra Secondary College,Secondary,,Korumburra Secondary College,Secondary,125 Jumbunna Road,Korumburra,VIC,"3950",03 5655 1566,http://www.korumburrasc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Shortest path,Yes,"1796001",,,,
Kurnai College,Secondary,,FLO Campus,Alt Ed,Commercial Road,Morwell,VIC,"3840",03 5165 0600,http://www.kurnaicollege.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1871607",,,,
Kurnai College,Secondary,,Young Parent Campus,Alt Ed,Commercial Road,Morwell,VIC,"3841",03 5165 0600,http://www.kurnaicollege.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1871608",,,,
Kurnai College,Secondary,,Churchill Campus,Secondary,Cnr Northways Road & McDonald Way,Churchill,VIC,"3842",03 5132 3700,http://www.kurnaicollege.vic.edu.au/,,Open,7 to 10,,x,x,x,x,,,South East,Shortest path,Yes,"1871602",,,,
Kurnai College,Secondary,,University Campus,Secondary,53 Northways Road,Churchill,VIC,"3842",03 5165 0600,http://www.kurnaicollege.vic.edu.au/,,Open,11 to 12,,,,,,x,x,South East,,Yes,"1871606",,,,
Kurnai College,Secondary,,Morwell Campus,Secondary,Bridle Road,Morwell,VIC,"3840",03 5132 3700,http://www.kurnaicollege.vic.edu.au/,,Open,7 to 10,,x,x,x,x,,,South East,Shortest path,Yes,"1871603",,,,
Kurunjang Secondary College,Secondary,,Kurunjang Secondary College,Secondary,Kurunjang Drive,Melton,VIC,"3337",03 9743 9211,http://www.kurunjangsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1871801",,,,
Kyneton Secondary College,Secondary,,Macedon Ranges Satellite VCAL,Alt Ed,67 Baynton Street,KYNETON,VIC,"3444",03 5421 1100,http://www.kynsec.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1797002",,,,
Kyneton Secondary College,Secondary,,Kyneton Secondary College,Secondary,1-9 Epping Street,Kyneton,VIC,"3444",03 5421 1100,http://www.kynsec.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Shortest path,Yes,"1797001",,,,
Lakes Entrance Secondary College,Secondary,,Lakes Entrance Secondary College,Secondary,1-11 North Street,Lakes Entrance,VIC,"3909",03 5155 2982,http://www.lakessc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Shortest path,Yes,"1872001",,,,
Lakeview Senior College,Secondary,,Lakeview Senior College,Secondary,College Street,Caroline Springs,VIC,"3023",03 9219 3100,http://www.lakeviewcollege.vic.edu.au/,,Open,10 to 12,,,,,x,x,x,South West,Non standard,Yes,"1891001",,x,,
Lalor North Secondary College,Secondary,,Lalor North Secondary College,Secondary,114 Childs Road,Epping,VIC,"3076",03 9401 3888,http://www.lalornthsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1798601",,,,
Lalor Secondary College,Secondary,,Lalor Secondary College,Secondary,118 David Street,Lalor,VIC,"3075",03 9463 7300,http://www.lalorsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1798501",,,,
Lara Secondary College,Secondary,,Lara Secondary College,Secondary,34 Alkara Avenue,Lara,VIC,"3212",03 5282 8988,http://larasc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1884101",,,,
Leongatha Secondary College,Secondary,,Leongatha Secondary College,Secondary,115 Nerrena Road,Leongatha,VIC,"3953",03 5662 4333,http://www.leonsec.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Shortest path,Yes,"1874502",,,,
Lilydale Heights College,Secondary,,Lilydale Heights College,Secondary,17-19 Nelson Road,Lilydale,VIC,"3140",03 9735 1133,http://www.lilydaleheights.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1721901",,,,
Lilydale High School,Secondary,,Lilydale High School,Secondary,25 Melba Avenue,Lilydale,VIC,"3140",03 9735 5644,http://www.lilydale.hs.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1799501",,,,
Lowanna College,Secondary,,Newark Campus,Secondary,72-96 Newark Avenue,Newborough,VIC,"3825",03 5127 9200,https://www.lowanna.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Shortest path,Yes,"1882101",,,,
Lynall Hall Community School,Secondary,,Lynall Hall Community School,Community,Cnr Gleadell & Highett Street,Richmond,VIC,"3121",03 9428 4421,http://www.lynallhall.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1800301",,,,
Lynall Hall Community School,Secondary,,The Island Campus,Secondary,189 Urquhart Street,Coburg,VIC,"3058",03 9428 4421,http://www.lynallhall.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1800303",,,,
Lynall Hall Community School,Secondary,,Richmond Campus,Secondary,1 Gleadell Street,Richmond,VIC,"3121",03 9428 4421,http://www.lynallhall.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1800302",,,,
Lyndale Secondary College,Secondary,,Lyndale Secondary College,Secondary,170-174 Gladstone Road,Dandenong North,VIC,"3175",03 9795 2366,http://www.lyndale.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1800001",,,,
Lyndhurst Secondary College,Secondary,,Lyndhurst Secondary College,Secondary,950 South Gippsland Highway,Cranbourne,VIC,"3977",03 5996 0144,http://www.lyndhurst.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1710801",,,,
MacRobertson Girls High School,Secondary,,MacRobertson Girls High School,Secondary,350-370 Kings Way,Melbourne,VIC,"3004",03 9864 7700,http://www.macrob.vic.edu.au,,O,,,,,,,,,South East,NA,No,"1813501",,,,
Maffra Secondary College,Secondary,,Maffra Secondary College,Secondary,Bill Cane Court,Maffra,VIC,"3860",03 5147 1790,http://www.maffrasc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Shortest path,Yes,"1800501",,,,
Mansfield Secondary College,Secondary,,Mansfield Secondary Mt Buller Annexe,Alt Ed,Mt Buller and Mt Stirling Resort,Mt Buller,VIC,"3723",03 5775 2022,http://www.mansfieldsc.vic.edu.au,,O,,,,,,,,,North East,NA,No,"1801002",,,,
Mansfield Secondary College,Secondary,,Mansfield Secondary College,Secondary,15 View Street,Mansfield,VIC,"3722",03 5775 2022,http://www.mansfieldsc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North East,Shortest path,Yes,"1801001",,,,
Maribyrnong Secondary College,Secondary,,Maribyrnong Secondary College,Secondary,River Street,Maribyrnong,VIC,"3032",03 9091 8100,http://www.maribsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1801501",,,,
Matthew Flinders Girls Secondary College,Secondary,,Matthew Flinders Girls Secondary College,Secondary,2 Little Ryrie Street,Geelong,VIC,"3220",03 4243 0500,http://www.mfgsc.vic.edu.au/,,Open,7 to 12,,,,,,,,South West,Non standard,Yes,"1802201",,,x,
McClelland Secondary College,Secondary,,Camp Mahaikah,Camp,2975 Mansfield-Whitefield Road,Tolmie,VIC,"3273",03 9789 4544,https://www.mcclellandcollege.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1883503",,,,
McClelland Secondary College,Secondary,,McClelland Secondary College,Secondary,Belar Avenue,Frankston,VIC,"3199",03 9789 4544,https://www.mcclellandcollege.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1883501",,,,
Greater Shepparton College (Interim name),Secondary,,Multiple campuses,Secondary,,,,"0",03 5891 2585,https://www.schoolbuildings.vic.gov.au/schools/Pages/SheppartonEducationPlan.aspx,,Open,7 to 12,,,,,,,,North East,Shortest path,Yes,"1733101",,,,
Mckinnon Secondary College,Secondary,,Mckinnon Secondary College,Secondary,291a Mckinnon Road,Mckinnon,VIC,"3204",03 8520 9000,http://www.mckinnonsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Non standard,Yes,"1812501",,,,
Melba Secondary College,Secondary,,Melba Secondary College,Secondary,Brentnall Road,Croydon,VIC,"3136",03 9870 4551,http://melba.vic.edu.au/,,Open,10 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1891201",,,,
Melba Secondary College,Secondary,,Junior Campus,Secondary,Croydon Road,Croydon,VIC,"3136",03 9870 4551,http://melba.vic.edu.au/,,Open,7 to 9,,,,,,,,North East,,No,"1891202",,,,
Melbourne Girls College,Secondary,,Melbourne Girls College,Secondary,Yarra Boulevard,Richmond,VIC,"3121",03 9428 8955,http://www.mgc.vic.edu.au/,,Open,7 to 12,,,,,,,,North West,Non standard,Yes,"1881901",,,x,
Melbourne High School,Secondary,,Millgrove Outdoor Education Centre,Camp,140 Dee Road,Millgrove,VIC,"3799",03 5966 9078,http://www.mhs.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1802502",,,,
Melbourne High School,Secondary,,Melbourne High School,Secondary,Forrest Hill,South Yarra,VIC,"3141",03 5966 9078,http://www.mhs.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1802501",,,,
Melton Secondary College,Secondary,,CaLM Link up Campus,Alt Ed,41 Thrice Lane,Kurunjang,VIC,"3337",03 9743 3322,http://www.meltonsc.vic.edu.au,,O,,,,,,,,,South West,NA,No,"1802702",,,,
Melton Secondary College,Secondary,,Melton Secondary College,Secondary,Coburns Road,Melton,VIC,"3337",03 9743 3322,http://www.meltonsc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1802701",,,,
Mentone Girls Secondary College,Secondary,,Mentone Girls Secondary College,Secondary,Cnr Balcombe & Charman Rds,Mentone,VIC,"3194",03 9581 5200,http://www.mgsc.vic.edu.au/,,Open,7 to 12,,,,,,,,South East,Non standard,Yes,"1803001",,,x,
Mildura Senior College,Secondary,,Mildura English Language Centre,Language,307-339 Deakin Avenue,Mildura,VIC,"3500",03 5021 2911,http://www.milsen.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1804502",,,,
Mildura Senior College,Secondary,,Mildura Senior College,Secondary,307-339 Deakin Avenue,Mildura,VIC,"3500",03 5021 2911,http://www.milsen.vic.edu.au/,,Open,11 to 12,,,,,,x,x,North West,Non standard,Yes,"1804501",,x,,
Mill Park Secondary College,Secondary,,Senior Campus,Secondary,Civic Drive,Epping,VIC,"3076",03 9407 9700,http://www.millparksc.vic.edu.au/,,,10 to 12,,,,,x,x,x,North West,,Yes,"1877502",,,,
Mill Park Secondary College,Secondary,,Mill Park Secondary College,Secondary,9 - 25 Moorhead Drive,Mill Park,VIC,"3082",03 9407 9700,http://www.millparksc.vic.edu.au/,,Open,7 to 9,,x,x,x,,,,North West,Straight line,Yes,"1877501",,,,
Mirboo North Secondary College,Secondary,,Mirboo North Secondary College,Secondary,Castle Street,Mirboo North,VIC,"3871",03 5667 9000,http://www.mnsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Shortest path,Yes,"1805001",,,,
Monbulk College,Secondary,,Monbulk College,Secondary,146-148 David Hill Road,Monbulk,VIC,"3793",03 9751 9000,http://www.monbulkcol.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1806501",,,,
Monterey Secondary College,Secondary,,Monterey Secondary College,Secondary,Silvertop Street,Frankston North,VIC,"3200",03 9781 7700,http://www.monterey.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1880902",,,,
Montmorency Secondary College,Secondary,,Montmorency Secondary College,Secondary,Para Road,Montmorency,VIC,"3094",03 9422 1500,http://www.montysc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1806801",,,,
Mooroolbark College,Secondary,,Mooroolbark College,Secondary,186 Manchester Road,Mooroolbark,VIC,"3138",03 9727 8100,http://www.mooroolbarkcollege.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1807101",,,,
Mordialloc College,Secondary,,Mordialloc College,Secondary,1 Station Street,Mordialloc,VIC,"3195",03 9580 1184,http://www.mcsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1807501",,,,
Mornington Secondary College,Secondary,,Mornington Secondary College,Secondary,1051 Nepean Highway,Mornington,VIC,"3931",03 5970 0200,http://www.mornsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1880402",,,,
Mount Alexander 7-12 College,Secondary,,Mount Alexander 7-12 College,Secondary,167-175 Mt Alexander Road,Flemington,VIC,"3031",03 9376 1622,http://www.mountalexandercollege.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1776301",,,,
Mount Beauty Secondary College,Secondary,,Mount Beauty Secondary College,Secondary,Tailrace Road,Mount Beauty,VIC,"3699",03 5754 4005,http://www.mbsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Shortest path,Yes,"1810001",,,,
Mount Clear College,Secondary,,Mount Clear College,Secondary,59 Olympic Avenue,Mount Clear,VIC,"3353",03 5330 1500,http://www.mtclearsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1726701",,,,
Mount Eliza Secondary College,Secondary,,Mount Eliza Secondary College,Secondary,204 Canadian Bay Road,Mount Eliza,VIC,"3930",03 9787 6288,http://www.mesc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1810201",,,,
Mount Erin Secondary College,Secondary,,Mount Erin Deaf Facility,Deaf,Robinsons Road,Frankston,VIC,"3199",03 5971 6000,http://mounterin.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1702802",,,,
